epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,1314.83,1.20778,1.09224,1.39488,0.60244,0.64117,0.65359,0.32979,1.67556,1.36155,1.88735,0.0006865,0.0006865,0.0006865
97,1328.27,1.18636,1.04363,1.3765,0.62612,0.68416,0.69257,0.34304,1.64601,1.29488,1.83338,0.0006832,0.0006832,0.0006832
98,1341.82,1.17478,1.02229,1.36935,0.63679,0.65805,0.68053,0.34557,1.63256,1.28519,1.81907,0.0006799,0.0006799,0.0006799
99,1355.47,1.1904,1.03513,1.37552,0.60989,0.67092,0.67023,0.33545,1.62977,1.33083,1.84414,0.0006766,0.0006766,0.0006766
100,1369.12,1.18412,1.03884,1.3754,0.62082,0.67258,0.68304,0.35196,1.61714,1.31532,1.81897,0.0006733,0.0006733,0.0006733
101,1382.76,1.17169,1.02894,1.37806,0.62771,0.67948,0.68861,0.35052,1.63941,1.29252,1.81204,0.00067,0.00067,0.00067
102,1396.63,1.17493,0.99558,1.36399,0.65019,0.64983,0.67391,0.3397,1.66691,1.3164,1.83315,0.0006667,0.0006667,0.0006667
103,1410.28,1.17977,1.01766,1.36286,0.59509,0.65034,0.65581,0.326,1.69344,1.34394,1.83891,0.0006634,0.0006634,0.0006634
104,1423.79,1.15885,1.00057,1.35703,0.71584,0.62533,0.70456,0.35791,1.6862,1.28253,1.89593,0.0006601,0.0006601,0.0006601
105,1437.27,1.18926,1.0454,1.36999,0.64133,0.65731,0.68677,0.34255,1.65164,1.32444,1.8215,0.0006568,0.0006568,0.0006568
106,1450.72,1.1781,1.03234,1.36614,0.64728,0.64946,0.68813,0.3424,1.66521,1.31349,1.83922,0.0006535,0.0006535,0.0006535
107,1464.16,1.1835,1.0141,1.36771,0.66547,0.66396,0.69252,0.35066,1.64303,1.29287,1.82583,0.0006502,0.0006502,0.0006502
108,1477.6,1.15949,0.98011,1.35393,0.68035,0.6319,0.68808,0.34649,1.62451,1.30273,1.80597,0.0006469,0.0006469,0.0006469
109,1491.06,1.15495,1.00082,1.35714,0.6709,0.65014,0.69017,0.34716,1.65994,1.28613,1.86931,0.0006436,0.0006436,0.0006436
110,1504.53,1.1574,1.01219,1.36191,0.65772,0.64662,0.69395,0.35349,1.61961,1.27494,1.83698,0.0006403,0.0006403,0.0006403
111,1518.01,1.14369,0.97567,1.34313,0.62962,0.65313,0.68231,0.33105,1.70009,1.34574,1.88504,0.000637,0.000637,0.000637
112,1531.46,1.16553,1.00111,1.35249,0.6262,0.66302,0.68808,0.3457,1.69095,1.29779,1.88434,0.0006337,0.0006337,0.0006337
